codigo,placa,linha,latitude,longitude,dataHora,velocidade,id_migracao_trajeto,sentido,trajeto,hodometro,direcao,ignicao,capacidadePeVeiculo,capacidadeSentadoVeiculo,datetime_registro
902153,,12,-23.003755,-43.56501,1761602527000,51.4,121,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],48732.8,104,1,0,0,2025-10-27 19:02:35.131661-03:00
902137,,25,-22.920686,-43.645156,1761601268000,0.0,8968,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],205356.5,152,0,0,0,2025-10-27 19:02:35.131661-03:00
902129,,22,-23.007107,-43.312452,1761602532000,0.0,8971,volta,22 - JARDIM OCEÂNICO X ALVORADA (PARADOR) [VOLTA],219739.0, ,1,0,0,2025-10-27 19:02:35.131661-03:00
902128,,12,-22.93715,-43.666911,1761602491000,21.2,120,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],231066.8,354,1,0,0,2025-10-27 19:02:35.131661-03:00
902314,,60,-22.985252,-43.412901,1761602548000,57.5,9306,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],22519.2,40,1,0,0,2025-10-27 19:02:35.131661-03:00
901138,,14,-23.00823,-43.439988,1761602549000,0.0,10582,volta,14 - TERMINAL RECREIO X SANTA EUGÊNIA (EXPRESSO) [VOLTA],66619.6,272,1,0,0,2025-10-27 19:02:35.131661-03:00
902146,,25,-23.001084,-43.364806,1761602493000,23.4,8969,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],7496.9,263,1,0,0,2025-10-27 19:02:35.131661-03:00
902144,,22,-23.006659,-43.31186,1761602532000,0.0,8971,volta,22 - JARDIM OCEÂNICO X ALVORADA (PARADOR) [VOLTA],205638.7, ,1,0,0,2025-10-27 19:02:35.131661-03:00
902434,,52,-22.973347,-43.368512,1761602522000,48.6,9162,volta,52 - T. ALVORADA X T. DEODORO (PARADOR) [VOLTA],25567.5,270,1,0,0,2025-10-27 19:02:35.131661-03:00
902451,,90,-22.864468,-43.247861,1761602510000,36.9,9433,volta,90 - TIG x FUNDÃO (PARADOR) [VOLTA],126317.0,356,1,0,0,2025-10-27 19:02:35.131661-03:00
902150,,10,-22.935875,-43.666919,1761602546000,0.0,107,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],223193.0,334,1,0,0,2025-10-27 19:02:35.131661-03:00
902325,,60,-22.830847,-43.350161,1761602530000,47.5,9306,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],55939.8,68,1,0,0,2025-10-27 19:02:35.131661-03:00
902349,,61,-23.008694,-43.440526,1761602535000,0.0,12046,ida,61 - TERMINAL DEODORO X TIG (EXPRESSO) [IDA],7171.5,39,1,0,0,2025-10-27 19:02:35.131661-03:00
902369,,60,-22.849541,-43.384977,1761602539000,29.9,9307,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],70511.8,199,1,0,0,2025-10-27 19:02:35.131661-03:00
902239,,18,-23.000363,-43.390366,1761602526000,25.4,3627,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],67677.2,272,1,0,0,2025-10-27 19:02:35.131661-03:00
902335,,61,-22.818229,-43.308417,1761602525000,55.9,12047,volta,61 - TIG  X  TERMINAL DEODORO (EXPRESSO) [VOLTA],32240.9,233,1,0,0,2025-10-27 19:02:35.131661-03:00
902338,,80,-22.860786,-43.247895,1761602546000,37.7,8935,ida,80 - PENHA X TIG (PARADOR) [IDA],26787.4,181,0,0,0,2025-10-27 19:02:35.131661-03:00
902298,,12,-22.993845,-43.59684,1761602532000,25.9,120,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],115935.7,131,1,0,0,2025-10-27 19:02:35.131661-03:00
902402,,71,-22.898324,-43.211797,1761602528000,0.0,12058,volta,71 - TIG X VIGÁRIO GERAL / PRAÇA DOIS (EXPRESSO) [VOLTA],5773.8,109,1,0,0,2025-10-27 19:02:35.131661-03:00
902431,,90,-22.854688,-43.251561,1761602246000,0.0,9432,ida,90 - FUNDÃO X TIG (PARADOR) [IDA],85496.8, ,0,0,0,2025-10-27 19:02:35.131661-03:00
902299,,18,-23.014874,-43.468034,1761602540000,48.3,3626,ida,18 - PONTAL X JARDIM OCEÂNICO (EXPRESSO) [IDA],122114.4,75,1,0,0,2025-10-27 19:02:35.131661-03:00
902321,,60,-22.824003,-43.331564,1761602533000,41.6,9307,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],25093.2,253,1,0,0,2025-10-27 19:02:35.131661-03:00
902300,,61,-22.819499,-43.284177,1761602545000,58.8,12046,ida,61 - TERMINAL DEODORO X TIG (EXPRESSO) [IDA],48815.9,130,1,0,0,2025-10-27 19:02:35.131661-03:00
902327,,51,-22.878043,-43.40193,1761602540000,63.3,3551,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],27016.0,292,1,0,0,2025-10-27 19:02:35.131661-03:00
902326,,90,-22.828807,-43.272063,1761602526000,0.0,9432,ida,90 - FUNDÃO X TIG (PARADOR) [IDA],52788.2,310,1,0,0,2025-10-27 19:02:35.131661-03:00
902262,,12,-23.01724,-43.478248,1761602532000,30.3,121,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],53609.5,255,1,0,0,2025-10-27 19:02:35.131661-03:00
902308,,51,-23.008074,-43.43925,1761602522000,28.1,3551,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],28466.6,239,1,0,0,2025-10-27 19:02:35.131661-03:00
902337,,71,-22.817844,-43.307789,1761602531000,41.2,12057,ida,71 - VIGÁRIO GERAL / PRAÇA DOIS X TIG (EXPRESSO) [IDA],137041.4,235,1,0,0,2025-10-27 19:02:35.131661-03:00
902305,,60,-22.818636,-43.30884,1761602550000,38.4,9306,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],39352.6,53,1,0,0,2025-10-27 19:02:35.131661-03:00
902449,,90,-22.899119,-43.210777,1761602541000,0.0,9433,volta,90 - TIG x FUNDÃO (PARADOR) [VOLTA],57606.0,155,1,0,0,2025-10-27 19:02:35.131661-03:00
902303,,41,-22.853916,-43.383958,1761602549000,7.1,3542,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],30006.5,289,1,0,0,2025-10-27 19:02:35.131661-03:00
902315,,51,-22.868333,-43.413576,1761602525000,23.7,3552,ida,51 - T. DEODORO X T. RECREIO (PARADOR) [IDA],28476.9,213,1,0,0,2025-10-27 19:02:35.131661-03:00
902304,,51,-23.008378,-43.439876,1761602538000,0.0,3551,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],31660.9,81,1,0,0,2025-10-27 19:02:35.131661-03:00
902306,,60,-22.862227,-43.400418,1761602545000,1.6,9306,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],31920.8,65,1,0,0,2025-10-27 19:02:35.131661-03:00
902307,,60,-22.898318,-43.211305,1761602528000,0.0,9307,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],32519.2,312,1,0,0,2025-10-27 19:02:35.131661-03:00
902364,,52,-22.85415,-43.383555,1761602550000,18.4,9161,ida,52 - T. DEODORO X T. ALVORADA (PARADOR) [IDA],29777.2,10,1,0,0,2025-10-27 19:02:35.131661-03:00
902414,,71,-22.834197,-43.263264,1761602536000,57.8,12057,ida,71 - VIGÁRIO GERAL / PRAÇA DOIS X TIG (EXPRESSO) [IDA],56479.2,120,1,0,0,2025-10-27 19:02:35.131661-03:00
902312,,61,-22.851888,-43.383601,1761602540000,26.1,12047,volta,61 - TIG  X  TERMINAL DEODORO (EXPRESSO) [VOLTA],52678.5,108,1,0,0,2025-10-27 19:02:35.131661-03:00
902362,,60,-22.895789,-43.214559,1761602506000,45.4,9307,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],32411.1,332,1,0,0,2025-10-27 19:02:35.131661-03:00
Etios KYO8080,KYO8080,0,-22.853586,-43.383963,1761601429000,0.0,,,,65428.6, ,0,0,0,2025-10-27 19:02:35.131661-03:00
902127,,11,-22.91965,-43.646098,1759554005000,0.0,104,ida,11 - SANTA CRUZ X ALVORADA (PARADOR) [IDA],26013.4, ,0,0,0,2025-10-27 19:02:35.131661-03:00
902454,,31,-23.001473,-43.366832,1761602548000,7.2,3062,volta,31 - ALVORADA X VICENTE DE CARVALHO (SEMIDIRETO) [VOLTA],2970.0,91,1,0,0,2025-10-27 19:02:35.131661-03:00
902439,,80,-22.89755,-43.212616,1761602536000,26.8,8936,volta,80 - TIG X PENHA (PARADOR) [VOLTA],117321.9,133,1,0,0,2025-10-27 19:02:35.131661-03:00
901100,,28,-22.983678,-43.660527,1761602543000,34.2,12776,ida,28 - PINGO D'ÁGUA X CURRAL FALSO [IDA],66021.1,301,1,0,0,2025-10-27 19:02:35.131661-03:00
902445,,31,-22.852866,-43.312784,1761602550000,0.3,3061,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],120686.7,48,1,0,0,2025-10-27 19:02:35.131661-03:00
902353,,71,-22.887983,-43.223322,1761602522000,51.2,12058,volta,71 - TIG X VIGÁRIO GERAL / PRAÇA DOIS (EXPRESSO) [VOLTA],63812.1,316,1,0,0,2025-10-27 19:02:35.131661-03:00
902316,,60,-22.849274,-43.39731,1761602537000,0.0,9306,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],30636.9,229,1,0,0,2025-10-27 19:02:35.131661-03:00
902145,,10,-22.920243,-43.607564,1755814605000,0.0,,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],244172.0, ,0,0,0,2025-10-27 19:02:35.131661-03:00
902354,,60,-22.850216,-43.398019,1761599887000,0.0,9306,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],95747.0,170,0,0,0,2025-10-27 19:02:35.131661-03:00
902149,,10,-22.920668,-43.64534,1761600932000,0.0,106,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],178467.8, ,0,0,0,2025-10-27 19:02:35.131661-03:00
902317,,80,-22.825153,-43.276799,1761602534000,57.9,8935,ida,80 - PENHA X TIG (PARADOR) [IDA],53784.0,309,1,0,0,2025-10-27 19:02:35.131661-03:00
902214,,10,-22.940578,-43.665086,1761602538000,0.0,106,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],66312.5,134,1,0,0,2025-10-27 19:02:35.131661-03:00
902443,,43,-22.964836,-43.392097,1761602538000,12.7,4049,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],58518.6,43,1,0,0,2025-10-27 19:02:35.131661-03:00
902136,,12,-22.968778,-43.618066,1761602528000,48.9,120,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],68483.7,116,1,0,0,2025-10-27 19:02:35.131661-03:00
902142,,25,-23.000203,-43.367444,1761601955000,32.3,8968,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],193430.7,89,1,0,0,2025-10-27 19:02:35.131661-03:00
902143,,12,-23.000431,-43.378603,1761602534000,0.0,120,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],70466.8,88,1,0,0,2025-10-27 19:02:35.131661-03:00
902301,,60,-22.898786,-43.21084,1761602545000,20.3,9307,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],27784.9,302,1,0,0,2025-10-27 19:02:35.131661-03:00
902329,,60,-22.885126,-43.228091,1761602529000,55.1,9307,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],30484.1,245,1,0,0,2025-10-27 19:02:35.131661-03:00
902148,,10,-22.920101,-43.608254,1755022120000,0.0,,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],189693.1, ,0,0,0,2025-10-27 19:02:35.131661-03:00
902139,,15,-22.939475,-43.666138,1761602542000,35.8,9305,volta,15 - ALVORADA X CURRAL FALSO [VOLTA],212159.3,334,1,0,0,2025-10-27 19:02:35.131661-03:00
902165,,15,-23.000971,-43.366469,1761602536000,0.0,9305,volta,15 - ALVORADA X CURRAL FALSO [VOLTA],82236.9,267,1,0,0,2025-10-27 19:02:35.131661-03:00
902135,,15,-23.00203,-43.572534,1761602543000,44.2,9304,ida,15 - CURRAL FALSO X ALVORADA [IDA],13144.2,104,1,0,0,2025-10-27 19:02:35.131661-03:00
902134,,18,-23.016282,-43.515852,1761602509000,26.7,3626,ida,18 - PONTAL X JARDIM OCEÂNICO (EXPRESSO) [IDA],7853.5,286,1,0,0,2025-10-27 19:02:35.131661-03:00
902124,,19,-23.008255,-43.441744,1761602549000,28.1,125,volta,19 - SALVADOR ALLENDE X PINGO D'AGUA (EXPRESSO) [VOLTA],22372.4,88,1,0,0,2025-10-27 19:02:35.131661-03:00
902138,,15,-22.993442,-43.597292,1761602547000,0.0,9304,ida,15 - CURRAL FALSO X ALVORADA [IDA],181000.7,132,1,0,0,2025-10-27 19:02:35.131661-03:00
902161,,18,-23.019771,-43.48827,1761602522000,0.1,3627,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],52356.3,266,1,0,0,2025-10-27 19:02:35.131661-03:00
902147,,18,-23.003417,-43.425076,1761602538000,30.2,3626,ida,18 - PONTAL X JARDIM OCEÂNICO (EXPRESSO) [IDA],92252.6,70,1,0,0,2025-10-27 19:02:35.131661-03:00
902332,,0,-22.848185,-43.396489,1757103761000,0.0,,,,29546.1,73,0,0,0,2025-10-27 19:02:35.131661-03:00
902320,,80,-22.89855,-43.211401,1761602499000,5.9,8936,volta,80 - TIG X PENHA (PARADOR) [VOLTA],23212.7,128,1,0,0,2025-10-27 19:02:35.131661-03:00
902322,,80,-22.898551,-43.211426,1761602523000,0.0,8936,volta,80 - TIG X PENHA (PARADOR) [VOLTA],20038.5,119,1,0,0,2025-10-27 19:02:35.131661-03:00
902396,,61,-22.888532,-43.222756,1761602540000,43.0,12047,volta,61 - TIG  X  TERMINAL DEODORO (EXPRESSO) [VOLTA],69202.9,311,1,0,0,2025-10-27 19:02:35.131661-03:00
902350,,60,-22.85378,-43.385477,1761602531000,25.0,9307,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],71970.9,115,1,0,0,2025-10-27 19:02:35.131661-03:00
902387,,61,-22.818903,-43.284903,1761602533000,56.7,12046,ida,61 - TERMINAL DEODORO X TIG (EXPRESSO) [IDA],50470.0,132,1,0,0,2025-10-27 19:02:35.131661-03:00
902341,,61,-22.8949,-43.21503,1761602542000,16.9,12047,volta,61 - TIG  X  TERMINAL DEODORO (EXPRESSO) [VOLTA],51794.3,334,1,0,0,2025-10-27 19:02:35.131661-03:00
902347,,71,-22.850581,-43.394893,1761602531000,44.7,12057,ida,71 - VIGÁRIO GERAL / PRAÇA DOIS X TIG (EXPRESSO) [IDA],12529.6,147,1,0,0,2025-10-27 19:02:35.131661-03:00
902374,,60,-22.898514,-43.210857,1761602531000,0.0,9307,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],67707.2,8,1,0,0,2025-10-27 19:02:35.131661-03:00
902363,,90,-22.868116,-43.247432,1761602526000,50.7,9432,ida,90 - FUNDÃO X TIG (PARADOR) [IDA],69915.7,171,1,0,0,2025-10-27 19:02:35.131661-03:00
902371,,90,-22.849509,-43.246773,1761602521000,42.5,9432,ida,90 - FUNDÃO X TIG (PARADOR) [IDA],67878.8,232,1,0,0,2025-10-27 19:02:35.131661-03:00
902400,,90,-22.838885,-43.240693,1761602546000,4.0,9432,ida,90 - FUNDÃO X TIG (PARADOR) [IDA],65241.0,48,1,0,0,2025-10-27 19:02:35.131661-03:00
902408,,60,-22.847997,-43.396559,1760615299000,0.0,9306,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],32136.9,63,0,0,0,2025-10-27 19:02:35.131661-03:00
902360,,51,-22.850181,-43.398313,1761602084000,0.0,3551,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],65267.5,161,0,0,0,2025-10-27 19:02:35.131661-03:00
902230,,18,-22.919096,-43.64411,1761601442000,0.0,3626,ida,18 - PONTAL X JARDIM OCEÂNICO (EXPRESSO) [IDA],192523.1, ,0,0,0,2025-10-27 19:02:35.131661-03:00
902197,,13,-23.008456,-43.54159,1761602540000,44.1,112,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],212784.9,121,1,0,0,2025-10-27 19:02:35.131661-03:00
902191,,13,-23.000182,-43.366971,1761602195000,16.1,112,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],211437.3,99,1,0,0,2025-10-27 19:02:35.131661-03:00
902201,,13,-23.000969,-43.364816,1761602058000,0.0,113,volta,13 - ALVORADA X  MATO ALTO (EXPRESSO) [VOLTA],229169.7,270,1,0,0,2025-10-27 19:02:35.131661-03:00
902172,,12,-23.018628,-43.507982,1761602533000,57.0,120,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],219568.1,107,1,0,0,2025-10-27 19:02:35.131661-03:00
902179,,18,-23.000054,-43.36381,1761602534000,37.7,3627,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],198463.5,265,1,0,0,2025-10-27 19:02:35.131661-03:00
902182,,18,-23.000628,-43.389489,1761602551000,10.1,3626,ida,18 - PONTAL X JARDIM OCEÂNICO (EXPRESSO) [IDA],37944.3,129,1,0,0,2025-10-27 19:02:35.131661-03:00
902192,,18,-23.00008,-43.347412,1761602531000,32.9,3627,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],220721.3,272,1,0,0,2025-10-27 19:02:35.131661-03:00
902188,,15,-23.016747,-43.475442,1761602539000,45.3,9304,ida,15 - CURRAL FALSO X ALVORADA [IDA],215167.5,75,1,0,0,2025-10-27 19:02:35.131661-03:00
902181,,11,-22.919558,-43.64331,1761599566000,0.0,104,ida,11 - SANTA CRUZ X ALVORADA (PARADOR) [IDA],215569.3,75,0,0,0,2025-10-27 19:02:35.131661-03:00
902196,,10,-22.918997,-43.643889,1761602477000,0.0,106,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],58522.9, ,0,0,0,2025-10-27 19:02:35.131661-03:00
902169,,25,-23.015598,-43.471668,1761602536000,0.0,8969,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],204833.2,249,1,0,0,2025-10-27 19:02:35.131661-03:00
902183,,25,-23.000666,-43.364354,1761601318000,0.0,8969,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],222384.4,114,1,0,0,2025-10-27 19:02:35.131661-03:00
902167,,12,-22.919863,-43.643233,1761586536000,0.0,120,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],24252.8,77,1,0,0,2025-10-27 19:02:35.131661-03:00
902162,,18,-23.006795,-43.311602,1761602534000,0.9,3627,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],196916.7,10,1,0,0,2025-10-27 19:02:35.131661-03:00
902483,,67,-22.853692,-43.383761,1761602528000,0.0,12572,volta,67 - TERMINAL DEODORO X CAMPO GRANDE [VOLTA],69994.5,289,1,0,0,2025-10-27 19:02:35.131661-03:00
902330,,71,-22.882437,-43.237783,1761602541000,59.0,12057,ida,71 - VIGÁRIO GERAL / PRAÇA DOIS X TIG (EXPRESSO) [IDA],66703.5,138,1,0,0,2025-10-27 19:02:35.131661-03:00
902479,,68,-22.848034,-43.396535,1761077550000,0.0,12778,ida,68 - BANGU X TERMINAL DEODORO [IDA],34660.1,65,0,0,0,2025-10-27 19:02:35.131661-03:00
902459,,68,-22.875094,-43.462491,1761602546000,0.0,12778,ida,68 - BANGU X TERMINAL DEODORO [IDA],37031.8,166,1,0,0,2025-10-27 19:02:35.131661-03:00
902356,,60,-22.865697,-43.247827,1761602544000,0.0,9306,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],188627.6,174,1,0,0,2025-10-27 19:02:35.131661-03:00
902345,,71,-22.81522,-43.291404,1761602526000,0.0,12057,ida,71 - VIGÁRIO GERAL / PRAÇA DOIS X TIG (EXPRESSO) [IDA],69544.3,101,1,0,0,2025-10-27 19:02:35.131661-03:00
902480,,68,-22.868893,-43.439434,1761602542000,0.0,12779,volta,68 - TERMINAL DEODORO X BANGU [VOLTA],48915.0,261,1,0,0,2025-10-27 19:02:35.131661-03:00
902470,,67,-22.856006,-43.479734,1761602537000,47.6,12571,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],63158.4,100,1,0,0,2025-10-27 19:02:35.131661-03:00
902465,,68,-22.848571,-43.396309,1760992374000,0.0,,ida,68 - BANGU X TERMINAL DEODORO [IDA],27436.4,117,0,0,0,2025-10-27 19:02:35.131661-03:00
902458,,68,-22.891362,-43.52726,1761602525000,51.2,12778,ida,68 - BANGU X TERMINAL DEODORO [IDA],41051.0,50,1,0,0,2025-10-27 19:02:35.131661-03:00
902460,,68,-22.85403,-43.38411,1761601225000,0.0,12779,volta,68 - TERMINAL DEODORO X BANGU [VOLTA],39112.5,290,1,0,0,2025-10-27 19:02:35.131661-03:00
902476,,68,-22.852115,-43.3831,1761602526000,33.2,12779,volta,68 - TERMINAL DEODORO X BANGU [VOLTA],47528.1,316,1,0,0,2025-10-27 19:02:35.131661-03:00
902461,,0,-22.848462,-43.396334,1761600998000,0.0,,,,42718.5,101,0,0,0,2025-10-27 19:02:35.131661-03:00
902469,,67,-22.900952,-43.552509,1761602539000,0.0,12572,volta,67 - TERMINAL DEODORO X CAMPO GRANDE [VOLTA],72569.0,248,1,0,0,2025-10-27 19:02:35.131661-03:00
902473,,67,-22.862914,-43.440033,1761602548000,34.5,12572,volta,67 - TERMINAL DEODORO X CAMPO GRANDE [VOLTA],64027.5,283,1,0,0,2025-10-27 19:02:35.131661-03:00
902482,,67,-22.919728,-43.643221,1761602545000,0.0,12571,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],53318.0,69,0,0,0,2025-10-27 19:02:35.131661-03:00
902310,,61,-22.849044,-43.384089,1761602549000,24.3,12046,ida,61 - TERMINAL DEODORO X TIG (EXPRESSO) [IDA],26524.7,77,1,0,0,2025-10-27 19:02:35.131661-03:00
902486,SRQ1E04,67,-22.87402,-43.519587,1761602550000,0.0,12572,volta,67 - TERMINAL DEODORO X CAMPO GRANDE [VOLTA],57753.9,247,1,0,0,2025-10-27 19:02:35.131661-03:00
902176,,12,-23.011332,-43.45503,1761602545000,51.9,121,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],208719.7,255,1,0,0,2025-10-27 19:02:35.131661-03:00
902180,,25,-23.016387,-43.515773,1761602522000,2.4,8968,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],208821.8,138,1,0,0,2025-10-27 19:02:35.131661-03:00
902160,,18,-23.012031,-43.457688,1761602538000,34.4,3627,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],39806.6,254,1,0,0,2025-10-27 19:02:35.131661-03:00
902174,,13,-23.019916,-43.50354,1761602551000,47.0,112,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],29747.1,108,1,0,0,2025-10-27 19:02:35.131661-03:00
902173,,10,-22.980035,-43.610395,1761602530000,36.8,107,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],227658.6,339,1,0,0,2025-10-27 19:02:35.131661-03:00
902170,,0,-22.918925,-43.6435,1761463955000,0.0,,,,53409.4, ,0,0,0,2025-10-27 19:02:35.131661-03:00
902130,,18,-23.000276,-43.347454,1761602526000,26.9,3626,ida,18 - PONTAL X JARDIM OCEÂNICO (EXPRESSO) [IDA],196902.8,90,1,0,0,2025-10-27 19:02:35.131661-03:00
902158,,12,-23.001691,-43.573244,1761602507000,52.2,121,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],217203.2,284,1,0,0,2025-10-27 19:02:35.131661-03:00
902166,,25,-22.993887,-43.596849,1761602526000,0.0,8968,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],36321.5,130,1,0,0,2025-10-27 19:02:35.131661-03:00
902163,,25,-23.000429,-43.390003,1761602544000,0.0,8969,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],24935.2,281,1,0,0,2025-10-27 19:02:35.131661-03:00
902168,SRM2J21,12,-23.000375,-43.389917,1761602535000,31.9,121,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],24693.5,271,1,0,0,2025-10-27 19:02:35.131661-03:00
902140,,25,-23.007775,-43.440164,1761602541000,41.6,8968,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],40907.7,74,1,0,0,2025-10-27 19:02:35.131661-03:00
902159,,25,-22.993088,-43.597443,1761601308000,0.0,8968,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],228859.2,313,0,0,0,2025-10-27 19:02:35.131661-03:00
902484,,67,-22.850212,-43.384637,1761602522000,20.3,12572,volta,67 - TERMINAL DEODORO X CAMPO GRANDE [VOLTA],49652.9,317,1,0,0,2025-10-27 19:02:35.131661-03:00
902468,,67,-22.853084,-43.382961,1761602543000,30.9,12571,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],58841.6,184,1,0,0,2025-10-27 19:02:35.131661-03:00
902475,,68,-22.869416,-43.446138,1761602535000,25.3,12778,ida,68 - BANGU X TERMINAL DEODORO [IDA],48045.1,94,1,0,0,2025-10-27 19:02:35.131661-03:00
902466,,67,-22.853992,-43.383729,1761602544000,0.0,12572,volta,67 - TERMINAL DEODORO X CAMPO GRANDE [VOLTA],69015.0,107,1,0,0,2025-10-27 19:02:35.131661-03:00
902464,,68,-22.865612,-43.40866,1761602539000,11.9,12779,volta,68 - TERMINAL DEODORO X BANGU [VOLTA],41396.2,239,1,0,0,2025-10-27 19:02:35.131661-03:00
902462,,68,-22.853997,-43.383933,1761602145000,0.0,12779,volta,68 - TERMINAL DEODORO X BANGU [VOLTA],47306.6,277,0,0,0,2025-10-27 19:02:35.131661-03:00
902157,,0,-22.91929,-43.64471,1761602529000,0.0,,,,69068.3,192,0,0,0,2025-10-27 19:02:35.131661-03:00
902478,,68,-22.874965,-43.462516,1761602545000,0.0,12778,ida,68 - BANGU X TERMINAL DEODORO [IDA],44187.1,180,0,0,0,2025-10-27 19:02:35.131661-03:00
902463,,68,-22.850582,-43.38457,1761602528000,0.0,12778,ida,68 - BANGU X TERMINAL DEODORO [IDA],45929.8,113,1,0,0,2025-10-27 19:02:35.131661-03:00
902481,,67,-22.852181,-43.383158,1761602525000,0.0,12572,volta,67 - TERMINAL DEODORO X CAMPO GRANDE [VOLTA],47023.8,312,1,0,0,2025-10-27 19:02:35.131661-03:00
902472,,67,-22.853524,-43.384101,1761602523000,0.0,12572,volta,67 - TERMINAL DEODORO X CAMPO GRANDE [VOLTA],64534.5,291,1,0,0,2025-10-27 19:02:35.131661-03:00
902471,,67,-22.862828,-43.413529,1761602526000,42.9,12572,volta,67 - TERMINAL DEODORO X CAMPO GRANDE [VOLTA],62136.7,247,1,0,0,2025-10-27 19:02:35.131661-03:00
902474,,67,-22.902191,-43.558881,1761602524000,0.0,12571,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],65566.8,214,1,0,0,2025-10-27 19:02:35.131661-03:00
902241,,15,-22.969332,-43.625676,1761602520000,47.5,9305,volta,15 - ALVORADA X CURRAL FALSO [VOLTA],45715.9,258,1,0,0,2025-10-27 19:02:35.131661-03:00
902467,,67,-22.919664,-43.643197,1761601486000,0.0,12571,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],57684.1,78,0,0,0,2025-10-27 19:02:35.131661-03:00
