codigo,placa,linha,latitude,longitude,dataHora,velocidade,id_migracao_trajeto,sentido,trajeto,hodometro,direcao,ignicao,capacidadePeVeiculo,capacidadeSentadoVeiculo,datetime_registro
902306,,60,-22.861296,-43.398825,1761602575000,45.1,9306,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],31921.0,62,1,0,0,2025-10-27 19:03:08.268222-03:00
902307,,60,-22.898318,-43.211305,1761602558000,0.0,9307,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],32519.2,312,1,0,0,2025-10-27 19:03:08.268222-03:00
902364,,52,-22.853989,-43.383907,1761602560000,15.1,9161,ida,52 - T. DEODORO X T. ALVORADA (PARADOR) [IDA],29777.2,292,1,0,0,2025-10-27 19:03:08.268222-03:00
902414,,71,-22.836382,-43.259214,1761602566000,55.6,12057,ida,71 - VIGÁRIO GERAL / PRAÇA DOIS X TIG (EXPRESSO) [IDA],56479.6,122,1,0,0,2025-10-27 19:03:08.268222-03:00
902312,,61,-22.853228,-43.383187,1761602581000,26.9,12047,volta,61 - TIG  X  TERMINAL DEODORO (EXPRESSO) [VOLTA],52678.6,246,1,0,0,2025-10-27 19:03:08.268222-03:00
902362,,60,-22.892487,-43.216177,1761602566000,48.8,9307,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],32411.5,336,1,0,0,2025-10-27 19:03:08.268222-03:00
Etios KYO8080,KYO8080,0,-22.853586,-43.383963,1761601429000,0.0,,,,65428.6, ,0,0,0,2025-10-27 19:03:08.268222-03:00
902127,,11,-22.91965,-43.646098,1759554005000,0.0,104,ida,11 - SANTA CRUZ X ALVORADA (PARADOR) [IDA],26013.4, ,0,0,0,2025-10-27 19:03:08.268222-03:00
902454,,31,-23.001373,-43.366285,1761602578000,2.7,3062,volta,31 - ALVORADA X VICENTE DE CARVALHO (SEMIDIRETO) [VOLTA],2970.1,80,1,0,0,2025-10-27 19:03:08.268222-03:00
902439,,80,-22.898096,-43.211953,1761602566000,0.0,8936,volta,80 - TIG X PENHA (PARADOR) [VOLTA],117322.0,125,1,0,0,2025-10-27 19:03:08.268222-03:00
901100,,28,-22.982861,-43.661898,1761602573000,0.0,12776,ida,28 - PINGO D'ÁGUA X CURRAL FALSO [IDA],66021.3,278,1,0,0,2025-10-27 19:03:08.268222-03:00
902445,,31,-22.852863,-43.312783,1761602580000,0.0,3061,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],120686.7,48,1,0,0,2025-10-27 19:03:08.268222-03:00
902353,,71,-22.8861,-43.229476,1761602582000,52.2,12058,volta,71 - TIG X VIGÁRIO GERAL / PRAÇA DOIS (EXPRESSO) [VOLTA],63812.9,229,1,0,0,2025-10-27 19:03:08.268222-03:00
902316,,60,-22.849274,-43.39731,1761602567000,0.0,9306,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],30636.9,229,1,0,0,2025-10-27 19:03:08.268222-03:00
902145,,10,-22.920243,-43.607564,1755814605000,0.0,,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],244172.0, ,0,0,0,2025-10-27 19:03:08.268222-03:00
902354,,60,-22.850216,-43.398019,1761599887000,0.0,9306,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],95747.0,170,0,0,0,2025-10-27 19:03:08.268222-03:00
902149,,10,-22.920668,-43.64534,1761600932000,0.0,106,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],178467.8, ,0,0,0,2025-10-27 19:03:08.268222-03:00
902317,,80,-22.822356,-43.280382,1761602564000,58.1,8935,ida,80 - PENHA X TIG (PARADOR) [IDA],53784.5,310,1,0,0,2025-10-27 19:03:08.268222-03:00
902214,,10,-22.940737,-43.664834,1761602580000,14.4,106,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],66312.5,111,1,0,0,2025-10-27 19:03:08.268222-03:00
902443,,43,-22.965292,-43.391749,1761602568000,0.0,4049,ida,43 - FUNDÃO X SANTA EFIGENIA (EXPRESSO) [IDA],58518.7,183,1,0,0,2025-10-27 19:03:08.268222-03:00
902136,,12,-22.97322,-43.613171,1761602579000,45.8,120,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],68484.4,149,1,0,0,2025-10-27 19:03:08.268222-03:00
902142,,25,-23.000203,-43.367444,1761601955000,32.3,8968,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],193430.7,89,1,0,0,2025-10-27 19:03:08.268222-03:00
902143,,12,-23.000376,-43.37533,1761602564000,58.3,120,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],70467.2,89,1,0,0,2025-10-27 19:03:08.268222-03:00
902301,,60,-22.897616,-43.212255,1761602574000,19.3,9307,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],27785.1,310,1,0,0,2025-10-27 19:03:08.268222-03:00
902329,,60,-22.886798,-43.233465,1761602569000,58.4,9307,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],30484.7,300,1,0,0,2025-10-27 19:03:08.268222-03:00
902148,,10,-22.920101,-43.608254,1755022120000,0.0,,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],189693.1, ,0,0,0,2025-10-27 19:03:08.268222-03:00
902139,,15,-22.938032,-43.666676,1761602577000,0.0,9305,volta,15 - ALVORADA X CURRAL FALSO [VOLTA],212159.5,345,1,0,0,2025-10-27 19:03:08.268222-03:00
902165,,15,-23.000993,-43.366544,1761602566000,0.0,9305,volta,15 - ALVORADA X CURRAL FALSO [VOLTA],82236.9,276,1,0,0,2025-10-27 19:03:08.268222-03:00
902135,,15,-23.002991,-43.568454,1761602579000,45.2,9304,ida,15 - CURRAL FALSO X ALVORADA [IDA],13144.6,105,1,0,0,2025-10-27 19:03:08.268222-03:00
902134,,18,-23.016282,-43.515852,1761602509000,26.7,3626,ida,18 - PONTAL X JARDIM OCEÂNICO (EXPRESSO) [IDA],7853.5,286,1,0,0,2025-10-27 19:03:08.268222-03:00
902124,,19,-23.007323,-43.438401,1761602580000,46.6,125,volta,19 - SALVADOR ALLENDE X PINGO D'AGUA (EXPRESSO) [VOLTA],22372.7,74,1,0,0,2025-10-27 19:03:08.268222-03:00
902138,,15,-22.994157,-43.596463,1761602567000,29.0,9304,ida,15 - CURRAL FALSO X ALVORADA [IDA],181000.8,132,1,0,0,2025-10-27 19:03:08.268222-03:00
902161,,18,-23.020844,-43.49373,1761602583000,41.7,3627,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],52356.9,264,1,0,0,2025-10-27 19:03:08.268222-03:00
902147,,18,-23.00297,-43.423963,1761602569000,12.0,3626,ida,18 - PONTAL X JARDIM OCEÂNICO (EXPRESSO) [IDA],92252.8,70,1,0,0,2025-10-27 19:03:08.268222-03:00
902332,,0,-22.848185,-43.396489,1757103761000,0.0,,,,29546.1,73,0,0,0,2025-10-27 19:03:08.268222-03:00
902320,,80,-22.89855,-43.211401,1761602499000,5.9,8936,volta,80 - TIG X PENHA (PARADOR) [VOLTA],23212.7,128,1,0,0,2025-10-27 19:03:08.268222-03:00
902322,,80,-22.898551,-43.211426,1761602523000,0.0,8936,volta,80 - TIG X PENHA (PARADOR) [VOLTA],20038.5,119,1,0,0,2025-10-27 19:03:08.268222-03:00
902396,,61,-22.885997,-43.225355,1761602570000,44.7,12047,volta,61 - TIG  X  TERMINAL DEODORO (EXPRESSO) [VOLTA],69203.3,317,1,0,0,2025-10-27 19:03:08.268222-03:00
902350,,60,-22.854058,-43.384147,1761602561000,0.0,9306,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],71971.0,111,1,0,0,2025-10-27 19:03:08.268222-03:00
902387,,61,-22.821805,-43.281169,1761602564000,58.4,12046,ida,61 - TERMINAL DEODORO X TIG (EXPRESSO) [IDA],50470.5,131,1,0,0,2025-10-27 19:03:08.268222-03:00
902341,,61,-22.894565,-43.215136,1761602572000,12.7,12047,volta,61 - TIG  X  TERMINAL DEODORO (EXPRESSO) [VOLTA],51794.3,342,1,0,0,2025-10-27 19:03:08.268222-03:00
902347,,71,-22.8527,-43.392141,1761602561000,37.5,12057,ida,71 - VIGÁRIO GERAL / PRAÇA DOIS X TIG (EXPRESSO) [IDA],12530.0,128,1,0,0,2025-10-27 19:03:08.268222-03:00
902374,,60,-22.898514,-43.210857,1761602561000,0.0,9307,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],67707.2,8,1,0,0,2025-10-27 19:03:08.268222-03:00
902363,,90,-22.872048,-43.245582,1761602556000,58.4,9432,ida,90 - FUNDÃO X TIG (PARADOR) [IDA],69916.2,144,1,0,0,2025-10-27 19:03:08.268222-03:00
902371,,90,-22.854223,-43.249684,1761602581000,36.7,9432,ida,90 - FUNDÃO X TIG (PARADOR) [IDA],67879.5,241,1,0,0,2025-10-27 19:03:08.268222-03:00
902400,,90,-22.839258,-43.240176,1761602576000,23.8,9432,ida,90 - FUNDÃO X TIG (PARADOR) [IDA],65241.1,143,1,0,0,2025-10-27 19:03:08.268222-03:00
902408,,60,-22.847997,-43.396559,1760615299000,0.0,9306,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],32136.9,63,0,0,0,2025-10-27 19:03:08.268222-03:00
902360,,51,-22.850181,-43.398313,1761602084000,0.0,3551,volta,51 - T. RECREIO X T.DEODORO (PARADOR) [VOLTA],65267.5,161,0,0,0,2025-10-27 19:03:08.268222-03:00
902230,,18,-22.919096,-43.64411,1761601442000,0.0,3626,ida,18 - PONTAL X JARDIM OCEÂNICO (EXPRESSO) [IDA],192523.1, ,0,0,0,2025-10-27 19:03:08.268222-03:00
902197,,13,-23.00963,-43.539652,1761602580000,0.0,112,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],212785.1,126,1,0,0,2025-10-27 19:03:08.268222-03:00
902191,,13,-23.000182,-43.366971,1761602195000,16.1,112,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],211437.3,99,1,0,0,2025-10-27 19:03:08.268222-03:00
902201,,13,-23.000969,-43.364816,1761602058000,0.0,113,volta,13 - ALVORADA X  MATO ALTO (EXPRESSO) [VOLTA],229169.7,270,1,0,0,2025-10-27 19:03:08.268222-03:00
902172,,12,-23.02031,-43.50197,1761602573000,55.1,120,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],219568.8,106,1,0,0,2025-10-27 19:03:08.268222-03:00
902179,,18,-23.000152,-43.368957,1761602573000,44.4,3627,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],198464.0,268,1,0,0,2025-10-27 19:03:08.268222-03:00
902182,,18,-23.000584,-43.38877,1761602565000,13.0,3626,ida,18 - PONTAL X JARDIM OCEÂNICO (EXPRESSO) [IDA],37944.4,91,1,0,0,2025-10-27 19:03:08.268222-03:00
902192,,18,-23.000014,-43.351844,1761602571000,25.2,3627,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],220721.7,266,1,0,0,2025-10-27 19:03:08.268222-03:00
902188,,15,-23.015601,-43.470892,1761602579000,19.1,9304,ida,15 - CURRAL FALSO X ALVORADA [IDA],215168.0,75,1,0,0,2025-10-27 19:03:08.268222-03:00
902181,,11,-22.919558,-43.64331,1761599566000,0.0,104,ida,11 - SANTA CRUZ X ALVORADA (PARADOR) [IDA],215569.3,75,0,0,0,2025-10-27 19:03:08.268222-03:00
902196,,10,-22.918997,-43.643889,1761602477000,0.0,106,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],58522.9, ,0,0,0,2025-10-27 19:03:08.268222-03:00
902169,,25,-23.016281,-43.474541,1761602576000,55.4,8969,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],204833.5,254,1,0,0,2025-10-27 19:03:08.268222-03:00
902183,,25,-23.000898,-43.366457,1761601798000,0.0,8969,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],222384.7,301,1,0,0,2025-10-27 19:03:08.268222-03:00
902167,,12,-22.919863,-43.643233,1761586536000,0.0,120,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],24252.8,77,1,0,0,2025-10-27 19:03:08.268222-03:00
902162,,18,-23.006723,-43.31221,1761602574000,5.5,3627,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],196916.8,266,1,0,0,2025-10-27 19:03:08.268222-03:00
902483,,67,-22.853692,-43.383761,1761602558000,0.0,12572,volta,67 - TERMINAL DEODORO X CAMPO GRANDE [VOLTA],69994.5,289,1,0,0,2025-10-27 19:03:08.268222-03:00
902330,,71,-22.885489,-43.234918,1761602570000,57.4,12057,ida,71 - VIGÁRIO GERAL / PRAÇA DOIS X TIG (EXPRESSO) [IDA],66704.0,139,1,0,0,2025-10-27 19:03:08.268222-03:00
902479,,68,-22.848034,-43.396535,1761077550000,0.0,12778,ida,68 - BANGU X TERMINAL DEODORO [IDA],34660.1,65,0,0,0,2025-10-27 19:03:08.268222-03:00
902459,,68,-22.875094,-43.462491,1761602576000,0.0,12778,ida,68 - BANGU X TERMINAL DEODORO [IDA],37031.8,166,1,0,0,2025-10-27 19:03:08.268222-03:00
902356,,60,-22.866073,-43.247774,1761602564000,25.7,9306,ida,60 - TERMINAL DEODORO X TIG (PARADOR) [IDA],188627.7,167,1,0,0,2025-10-27 19:03:08.268222-03:00
902345,,71,-22.815737,-43.289661,1761602556000,49.2,12057,ida,71 - VIGÁRIO GERAL / PRAÇA DOIS X TIG (EXPRESSO) [IDA],69544.4,112,1,0,0,2025-10-27 19:03:08.268222-03:00
902480,,68,-22.868879,-43.439562,1761602572000,0.0,12779,volta,68 - TERMINAL DEODORO X BANGU [VOLTA],48915.0,286,1,0,0,2025-10-27 19:03:08.268222-03:00
902470,,67,-22.856867,-43.475553,1761602567000,43.4,12571,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],63158.9,111,1,0,0,2025-10-27 19:03:08.268222-03:00
902465,,68,-22.848571,-43.396309,1760992374000,0.0,,ida,68 - BANGU X TERMINAL DEODORO [IDA],27436.4,117,0,0,0,2025-10-27 19:03:08.268222-03:00
902458,,68,-22.890033,-43.523928,1761602555000,38.9,12778,ida,68 - BANGU X TERMINAL DEODORO [IDA],41051.4,69,1,0,0,2025-10-27 19:03:08.268222-03:00
902460,,68,-22.85403,-43.38411,1761601225000,0.0,12779,volta,68 - TERMINAL DEODORO X BANGU [VOLTA],39112.5,290,1,0,0,2025-10-27 19:03:08.268222-03:00
902476,,68,-22.850297,-43.384482,1761602555000,41.9,12779,volta,68 - TERMINAL DEODORO X BANGU [VOLTA],47528.4,317,1,0,0,2025-10-27 19:03:08.268222-03:00
902461,,0,-22.848462,-43.396334,1761600998000,0.0,,,,42718.5,101,0,0,0,2025-10-27 19:03:08.268222-03:00
902469,,67,-22.901568,-43.552865,1761602569000,16.6,12572,volta,67 - TERMINAL DEODORO X CAMPO GRANDE [VOLTA],72569.1,219,1,0,0,2025-10-27 19:03:08.268222-03:00
902473,,67,-22.862799,-43.440657,1761602577000,0.0,12572,volta,67 - TERMINAL DEODORO X CAMPO GRANDE [VOLTA],64027.6,279,1,0,0,2025-10-27 19:03:08.268222-03:00
902482,,67,-22.919728,-43.643221,1761602545000,0.0,12571,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],53318.0,69,0,0,0,2025-10-27 19:03:08.268222-03:00
902310,,61,-22.84829,-43.382286,1761602570000,53.7,12046,ida,61 - TERMINAL DEODORO X TIG (EXPRESSO) [IDA],26524.9,52,1,0,0,2025-10-27 19:03:08.268222-03:00
902486,SRQ1E04,67,-22.874032,-43.521293,1761602580000,35.9,12572,volta,67 - TERMINAL DEODORO X CAMPO GRANDE [VOLTA],57754.1,263,1,0,0,2025-10-27 19:03:08.268222-03:00
902176,,12,-23.012002,-43.457632,1761602565000,43.2,121,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],208720.0,254,1,0,0,2025-10-27 19:03:08.268222-03:00
902180,,25,-23.017156,-43.513325,1761602583000,0.5,8968,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],208822.1,102,1,0,0,2025-10-27 19:03:08.268222-03:00
902160,,18,-23.012339,-43.458637,1761602551000,26.5,3627,volta,18 - JARDIM OCEÂNICO X PONTAL (EXPRESSO) [VOLTA],39806.7,255,1,0,0,2025-10-27 19:03:08.268222-03:00
902174,,13,-23.02067,-43.500608,1761602576000,42.7,112,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],29747.4,104,1,0,0,2025-10-27 19:03:08.268222-03:00
902173,,10,-22.975315,-43.612207,1761602569000,54.9,107,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],227659.1,340,1,0,0,2025-10-27 19:03:08.268222-03:00
902170,,0,-22.918925,-43.6435,1761463955000,0.0,,,,53409.4, ,0,0,0,2025-10-27 19:03:08.268222-03:00
902130,,18,-23.000324,-43.343903,1761602555000,54.7,3626,ida,18 - PONTAL X JARDIM OCEÂNICO (EXPRESSO) [IDA],196903.2,91,1,0,0,2025-10-27 19:03:08.268222-03:00
902158,,12,-23.001691,-43.573244,1761602507000,52.2,121,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],217203.2,284,1,0,0,2025-10-27 19:03:08.268222-03:00
902166,,25,-22.99399,-43.596737,1761602556000,12.3,8968,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],36321.6,133,1,0,0,2025-10-27 19:03:08.268222-03:00
902163,,25,-23.000355,-43.391563,1761602574000,43.1,8969,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],24935.4,271,1,0,0,2025-10-27 19:03:08.268222-03:00
902168,SRM2J21,12,-23.000316,-43.393422,1761602565000,53.7,121,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],24693.9,271,1,0,0,2025-10-27 19:03:08.268222-03:00
902140,,25,-23.006796,-43.436494,1761602571000,58.3,8968,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],40908.1,77,1,0,0,2025-10-27 19:03:08.268222-03:00
902159,,25,-22.993088,-43.597443,1761601308000,0.0,8968,ida,25 - MATO ALTO X ALVORADA (PARADOR) [IDA],228859.2,313,0,0,0,2025-10-27 19:03:08.268222-03:00
902484,,67,-22.850386,-43.385035,1761602584000,28.6,12572,volta,67 - TERMINAL DEODORO X CAMPO GRANDE [VOLTA],49653.3,226,1,0,0,2025-10-27 19:03:08.268222-03:00
902468,,67,-22.853512,-43.38554,1761602573000,26.6,12571,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],58841.9,225,1,0,0,2025-10-27 19:03:08.268222-03:00
902475,,68,-22.869491,-43.444296,1761602565000,22.4,12778,ida,68 - BANGU X TERMINAL DEODORO [IDA],48045.3,96,1,0,0,2025-10-27 19:03:08.268222-03:00
902466,,67,-22.853992,-43.383729,1761602574000,0.0,12572,volta,67 - TERMINAL DEODORO X CAMPO GRANDE [VOLTA],69015.0,107,1,0,0,2025-10-27 19:03:08.268222-03:00
902464,,68,-22.866185,-43.40984,1761602569000,25.5,12779,volta,68 - TERMINAL DEODORO X BANGU [VOLTA],41396.3,241,1,0,0,2025-10-27 19:03:08.268222-03:00
902462,,68,-22.853997,-43.383933,1761602145000,0.0,12779,volta,68 - TERMINAL DEODORO X BANGU [VOLTA],47306.6,277,0,0,0,2025-10-27 19:03:08.268222-03:00
902157,,0,-22.91929,-43.64471,1761602529000,0.0,,,,69068.3,192,0,0,0,2025-10-27 19:03:08.268222-03:00
902478,,68,-22.874965,-43.462516,1761602576000,0.0,12778,ida,68 - BANGU X TERMINAL DEODORO [IDA],44187.1,180,0,0,0,2025-10-27 19:03:08.268222-03:00
902463,,68,-22.850582,-43.38457,1761602558000,0.0,12778,ida,68 - BANGU X TERMINAL DEODORO [IDA],45929.8,113,1,0,0,2025-10-27 19:03:08.268222-03:00
902481,,67,-22.852086,-43.383204,1761602555000,4.4,12572,volta,67 - TERMINAL DEODORO X CAMPO GRANDE [VOLTA],47023.8,314,1,0,0,2025-10-27 19:03:08.268222-03:00
902472,,67,-22.853524,-43.384101,1761602583000,0.0,12572,volta,67 - TERMINAL DEODORO X CAMPO GRANDE [VOLTA],64534.5,291,1,0,0,2025-10-27 19:03:08.268222-03:00
902471,,67,-22.863849,-43.416319,1761602556000,13.3,12572,volta,67 - TERMINAL DEODORO X CAMPO GRANDE [VOLTA],62137.0,255,1,0,0,2025-10-27 19:03:08.268222-03:00
902474,,67,-22.902425,-43.559142,1761602554000,18.6,12571,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],65566.899,252,1,0,0,2025-10-27 19:03:08.268222-03:00
902241,,15,-22.969475,-43.633217,1761602579000,6.5,9305,volta,15 - ALVORADA X CURRAL FALSO [VOLTA],45716.7,287,1,0,0,2025-10-27 19:03:08.268222-03:00
902467,,67,-22.919664,-43.643197,1761601486000,0.0,12571,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],57684.1,78,0,0,0,2025-10-27 19:03:08.268222-03:00
902121,SQX3F57,29,-23.000744,-43.365904,1761602361000,0.0,11907,volta,29 - ALVORADA X S. ALLENDE (PARADOR) [VOLTA],44886.5,48,0,0,0,2025-10-27 19:03:08.268222-03:00
902195,,13,-23.000785,-43.366058,1761602185000,0.1,113,volta,13 - ALVORADA X  MATO ALTO (EXPRESSO) [VOLTA],60068.7,45,0,0,0,2025-10-27 19:03:08.268222-03:00
902194,,0,-22.920634,-43.645274,1761601107000,0.0,,,,39036.1,162,0,0,0,2025-10-27 19:03:08.268222-03:00
902199,,10,-23.008377,-43.442914,1761602538000,27.7,106,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],60896.5,71,1,0,0,2025-10-27 19:03:08.268222-03:00
902178,,10,-23.001032,-43.36772,1761602557000,2.3,107,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],44977.8,272,1,0,0,2025-10-27 19:03:08.268222-03:00
902186,,12,-22.967142,-43.64158,1761602565000,0.0,120,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],205267.8,111,1,0,0,2025-10-27 19:03:08.268222-03:00
902190,,12,-23.000302,-43.398293,1761602576000,41.5,120,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],234380.6,90,1,0,0,2025-10-27 19:03:08.268222-03:00
902171,,10,-22.916857,-43.68354,1761602568000,0.0,106,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],68436.5,355,1,0,0,2025-10-27 19:03:08.268222-03:00
902198,,12,-22.920176,-43.645441,1761600313000,0.0,120,ida,12 - PINGO D'AGUA X ALVORADA (EXPRESSO) [IDA],43765.2,166,0,0,0,2025-10-27 19:03:08.268222-03:00
902368,,60,-22.875955,-43.242343,1761602560000,51.1,9307,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],60027.6,325,1,0,0,2025-10-27 19:03:08.268222-03:00
902218,,18,-23.000473,-43.38103,1761602562000,47.8,3626,ida,18 - PONTAL X JARDIM OCEÂNICO (EXPRESSO) [IDA],47316.2,89,1,0,0,2025-10-27 19:03:08.268222-03:00
902323,,60,-22.838014,-43.256006,1761602579000,56.7,9307,volta,60 - TIG  X  TERMINAL DEODORO (PARADOR) [VOLTA],51137.6,302,1,0,0,2025-10-27 19:03:08.268222-03:00
902457,,68,-22.867852,-43.413268,1761602560000,17.8,12778,ida,68 - BANGU X TERMINAL DEODORO [IDA],47245.1,52,1,0,0,2025-10-27 19:03:08.268222-03:00
902477,,68,-22.853887,-43.383362,1761602568000,0.0,12779,volta,68 - TERMINAL DEODORO X BANGU [VOLTA],48336.2,268,1,0,0,2025-10-27 19:03:08.268222-03:00
902485,,67,-22.918847,-43.643796,1761601419000,0.0,12571,ida,67 - CAMPO GRANDE X TERMINAL DEODORO [IDA],63772.8,332,0,0,0,2025-10-27 19:03:08.268222-03:00
902175,,12,-23.005828,-43.556048,1761602579000,57.3,121,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],37947.0,285,1,0,0,2025-10-27 19:03:08.268222-03:00
902193,,10,-22.917554,-43.68426,1761601305000,0.0,106,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],212317.9, ,0,0,0,2025-10-27 19:03:08.268222-03:00
902200,,18,-23.000069,-43.400987,1761602577000,58.2,3626,ida,18 - PONTAL X JARDIM OCEÂNICO (EXPRESSO) [IDA],203950.9,273,1,0,0,2025-10-27 19:03:08.268222-03:00
902204,,10,-22.965146,-43.647221,1761602568000,23.3,106,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],68638.0,131,1,0,0,2025-10-27 19:03:08.268222-03:00
902207,,10,-22.920673,-43.64525,1761600831000,0.0,106,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],55843.9, ,0,0,0,2025-10-27 19:03:08.268222-03:00
902227,,13,-23.008463,-43.443085,1761602577000,0.0,112,ida,13 - MATO ALTO X ALVORADA (EXPRESSO) [IDA],64453.9,68,1,0,0,2025-10-27 19:03:08.268222-03:00
902224,,12,-23.000781,-43.367954,1761602577000,23.6,121,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],68038.9,79,1,0,0,2025-10-27 19:03:08.268222-03:00
902251,,20,-22.919641,-43.643315,1761602300000,0.0,122,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],132893.799, ,0,0,0,2025-10-27 19:03:08.268222-03:00
902222,,29,-23.000264,-43.383493,1761602569000,13.8,11907,volta,29 - ALVORADA X S. ALLENDE (PARADOR) [VOLTA],63279.7,271,1,0,0,2025-10-27 19:03:08.268222-03:00
902209,,29,-23.006383,-43.434835,1761602559000,57.8,11908,ida,29 - S. ALLENDE X ALVORADA (PARADOR) [IDA],42989.7,74,1,0,0,2025-10-27 19:03:08.268222-03:00
902250,,18,-23.009403,-43.446687,1761602561000,47.8,3626,ida,18 - PONTAL X JARDIM OCEÂNICO (EXPRESSO) [IDA],49365.0,75,1,0,0,2025-10-27 19:03:08.268222-03:00
902221,,0,-22.841287,-43.25326,1761338991000,0.0,,,,5735.9, ,1,0,0,2025-10-27 19:03:08.268222-03:00
902217,,10,-23.00291,-43.568092,1761602576000,56.7,107,volta,10 - ALVORADA X SANTA CRUZ (EXPRESSO) [VOLTA],209214.2,285,1,0,0,2025-10-27 19:03:08.268222-03:00
902274,,20,-22.93704,-43.667023,1761602572000,0.0,122,ida,20 - SANTA CRUZ X SALVADOR ALLENDE (EXPRESSO) [IDA],32361.0,180,1,0,0,2025-10-27 19:03:08.268222-03:00
902212,,0,-22.919197,-43.644789,1760065019000,0.0,,,,208078.5, ,0,0,0,2025-10-27 19:03:08.268222-03:00
902154,SQX3F84,12,-22.980224,-43.610356,1761602581000,16.2,121,volta,12 - ALVORADA X PINGO D'AGUA (EXPRESSO) [VOLTA],0.0,342,1,0,0,2025-10-27 19:03:08.268222-03:00
902211,,29,-23.007713,-43.440876,1761602571000,41.4,11907,volta,29 - ALVORADA X S. ALLENDE (PARADOR) [VOLTA],208286.6,255,1,0,0,2025-10-27 19:03:08.268222-03:00
902220,,19,-23.005309,-43.430876,1761602555000,25.9,125,volta,19 - SALVADOR ALLENDE X PINGO D'AGUA (EXPRESSO) [VOLTA],68220.3,71,1,0,0,2025-10-27 19:03:08.268222-03:00
902219,,10,-22.920471,-43.645268,1761600070000,0.0,106,ida,10 - SANTA CRUZ X ALVORADA (EXPRESSO) [IDA],232447.2,166,0,0,0,2025-10-27 19:03:08.268222-03:00
